3_levels,5_levels,7_levels,consumption,temperature,hour_of_day,day_of_week,day_of_month,month_of_year
2,4,5,0.785,9.3,11,2,11,10
2,4,5,0.794,9.4,12,2,11,10
2,3,4,0.766,9.9,13,2,11,10
2,3,5,0.78,10.3,14,2,11,10
2,4,5,0.795,10.6,15,2,11,10
2,4,5,0.789,10.7,16,2,11,10
2,3,4,0.769,10.6,17,2,11,10
2,3,5,0.774,10.5,18,2,11,10
2,3,4,0.749,10.6,19,2,11,10
2,3,4,0.761,10.7,20,2,11,10
2,3,4,0.755,10.9,21,2,11,10
2,2,3,0.585,10.9,22,2,11,10
1,2,2,0.41,11,23,2,11,10
1,1,2,0.35,11.5,24,2,11,10
1,1,2,0.352,11.6,1,3,12,10
1,1,2,0.358,11.3,2,3,12,10
1,2,2,0.37,11.3,3,3,12,10
1,1,2,0.357,10.9,4,3,12,10
1,1,2,0.348,10.5,5,3,12,10
1,2,3,0.485,10.7,6,3,12,10
2,2,3,0.576,10.5,7,3,12,10
2,2,3,0.603,10.2,8,3,12,10
2,3,4,0.704,10.2,9,3,12,10
2,3,4,0.727,10.2,10,3,12,10
2,4,5,0.785,10.3,11,3,12,10
3,4,6,0.831,10.6,12,3,12,10
3,4,5,0.808,10.8,13,3,12,10
2,3,5,0.776,11.3,14,3,12,10
2,4,5,0.793,11.5,15,3,12,10
2,3,4,0.766,11.8,16,3,12,10
2,3,4,0.734,12.5,17,3,12,10
2,3,4,0.739,12.4,18,3,12,10
2,3,4,0.718,12.4,19,3,12,10
2,3,4,0.752,11.8,20,3,12,10
2,3,4,0.72,10.8,21,3,12,10
2,2,3,0.58,10.2,22,3,12,10
1,2,2,0.37,8.4,23,3,12,10
1,1,1,0.298,8.1,24,3,12,10
1,1,1,0.273,8,1,4,13,10
1,1,1,0.268,7.6,2,4,13,10
1,1,1,0.262,7.5,3,4,13,10
1,1,1,0.257,7.8,4,4,13,10
1,1,1,0.253,7.7,5,4,13,10
1,1,1,0.323,7.1,6,4,13,10
2,2,3,0.538,7,7,4,13,10
2,2,3,0.619,7.5,8,4,13,10
2,3,4,0.741,7.9,9,4,13,10
2,3,4,0.76,8.7,10,4,13,10
2,4,5,0.79,10.5,11,4,13,10
2,4,5,0.786,11.8,12,4,13,10
2,3,4,0.769,13,13,4,13,10
2,3,4,0.753,14.2,14,4,13,10
2,3,4,0.746,15.8,15,4,13,10
2,3,4,0.749,16.2,16,4,13,10
2,3,4,0.753,16.9,17,4,13,10
2,3,4,0.731,16.2,18,4,13,10
2,3,4,0.726,15,19,4,13,10
2,3,4,0.743,12.9,20,4,13,10
2,3,4,0.709,10.9,21,4,13,10
2,2,3,0.63,8.6,22,4,13,10
1,2,2,0.425,7.4,23,4,13,10
1,1,1,0.265,7.4,24,4,13,10
1,1,1,0.252,6.9,1,5,14,10
1,1,1,0.257,6.5,2,5,14,10
1,1,1,0.265,5.6,3,5,14,10
1,1,1,0.26,5.5,4,5,14,10
1,1,1,0.258,5.7,5,5,14,10
1,1,1,0.333,5.8,6,5,14,10
2,2,3,0.566,5.9,7,5,14,10
2,3,3,0.635,5.7,8,5,14,10
2,3,4,0.687,5.6,9,5,14,10
2,3,4,0.761,5.9,10,5,14,10
3,4,6,0.836,6.1,11,5,14,10
3,4,6,0.861,7.2,12,5,14,10
3,4,6,0.834,8,13,5,14,10
2,4,5,0.785,8.8,14,5,14,10
2,4,5,0.783,9.5,15,5,14,10
2,3,4,0.769,10.1,16,5,14,10
2,3,4,0.761,10.4,17,5,14,10
2,4,5,0.785,9.7,18,5,14,10
2,3,5,0.773,9.1,19,5,14,10
2,3,4,0.77,6.9,20,5,14,10
2,3,4,0.764,3.6,21,5,14,10
2,3,3,0.645,2.9,22,5,14,10
1,2,3,0.456,2.1,23,5,14,10
1,2,2,0.377,5.5,24,5,14,10
1,1,2,0.362,6.3,1,6,15,10
1,1,2,0.359,5.7,2,6,15,10
1,2,2,0.374,6.6,3,6,15,10
1,2,2,0.368,6.7,4,6,15,10
1,1,2,0.363,6.8,5,6,15,10
1,1,2,0.358,7,6,6,15,10
2,2,3,0.582,7.1,7,6,15,10
2,3,3,0.67,7,8,6,15,10
2,3,4,0.765,7.1,9,6,15,10
3,4,5,0.826,7.7,10,6,15,10
3,4,6,0.853,8.4,11,6,15,10
3,5,6,0.878,9.6,12,6,15,10
3,4,6,0.843,10.5,13,6,15,10
3,4,5,0.822,11.9,14,6,15,10
3,4,6,0.843,13,15,6,15,10
3,4,5,0.82,14,16,6,15,10
2,3,4,0.77,14.3,17,6,15,10
2,3,4,0.728,14.6,18,6,15,10
2,3,4,0.718,13.1,19,6,15,10
2,3,4,0.717,11.2,20,6,15,10
2,3,4,0.716,10.7,21,6,15,10
2,2,3,0.631,10.7,22,6,15,10
1,2,3,0.459,9.8,23,6,15,10
1,2,2,0.366,9.6,24,6,15,10
1,1,2,0.345,9.1,1,7,16,10
1,1,2,0.345,9.4,2,7,16,10
1,1,2,0.348,9.7,3,7,16,10
1,1,1,0.281,10,4,7,16,10
1,1,1,0.286,9.7,5,7,16,10
1,1,2,0.356,9.8,6,7,16,10
2,2,3,0.611,9.4,7,7,16,10
2,3,4,0.682,9.3,8,7,16,10
2,3,4,0.743,9.4,9,7,16,10
2,3,5,0.776,9.6,10,7,16,10
3,4,6,0.836,10.2,11,7,16,10
3,4,5,0.823,10.8,12,7,16,10
2,4,5,0.792,11.9,13,7,16,10
3,4,6,0.846,11.9,14,7,16,10
2,4,5,0.806,12,15,7,16,10
2,3,4,0.756,12.2,16,7,16,10
2,3,4,0.75,10.6,17,7,16,10
2,3,4,0.749,9.7,18,7,16,10
2,3,4,0.762,9.1,19,7,16,10
2,3,4,0.751,8.7,20,7,16,10
2,3,4,0.677,7.4,21,7,16,10
2,2,3,0.527,7,22,7,16,10
1,1,2,0.351,6.7,23,7,16,10
1,1,1,0.288,6.5,24,7,16,10
1,1,1,0.276,6.2,1,1,17,10
1,1,1,0.273,5.9,2,1,17,10
1,1,1,0.293,5.9,3,1,17,10
1,1,1,0.284,5.8,4,1,17,10
1,1,1,0.271,5.9,5,1,17,10
1,1,1,0.333,6,6,1,17,10
2,2,3,0.536,6.1,7,1,17,10
2,3,3,0.64,6.3,8,1,17,10
2,3,4,0.7,6.2,9,1,17,10
2,3,5,0.779,6.1,10,1,17,10
2,4,5,0.797,6.4,11,1,17,10
3,4,5,0.808,7,12,1,17,10
2,4,5,0.8,7.6,13,1,17,10
2,4,5,0.783,8.1,14,1,17,10
3,4,5,0.809,8.7,15,1,17,10
2,4,5,0.789,9.1,16,1,17,10
2,3,5,0.78,9.8,17,1,17,10
2,4,5,0.789,10.2,18,1,17,10
2,3,4,0.766,9.5,19,1,17,10
2,4,5,0.782,8.8,20,1,17,10
2,3,4,0.741,8,21,1,17,10
2,2,3,0.588,7.8,22,1,17,10
1,2,2,0.379,7.5,23,1,17,10
1,1,1,0.32,6.5,24,1,17,10
1,1,1,0.296,5.5,1,2,18,10
1,1,1,0.298,4.2,2,2,18,10
1,1,1,0.296,3.7,3,2,18,10
1,1,1,0.305,2.3,4,2,18,10
1,1,1,0.297,1.4,5,2,18,10
1,2,2,0.38,-0.1,6,2,18,10
2,2,3,0.584,3.1,7,2,18,10
2,2,3,0.616,3,8,2,18,10
2,3,4,0.706,2.8,9,2,18,10
2,4,5,0.798,3.9,10,2,18,10
3,4,5,0.823,5.9,11,2,18,10
3,4,5,0.814,8,12,2,18,10
2,4,5,0.784,9.3,13,2,18,10
2,4,5,0.796,11.5,14,2,18,10
3,4,6,0.827,11.9,15,2,18,10
3,4,5,0.807,13.2,16,2,18,10
2,4,5,0.785,12.1,17,2,18,10
2,3,5,0.781,10.9,18,2,18,10
2,3,4,0.76,10.6,19,2,18,10
2,3,5,0.78,9.1,20,2,18,10
2,3,4,0.76,7.2,21,2,18,10
2,2,3,0.598,5.8,22,2,18,10
1,2,2,0.385,4.1,23,2,18,10
1,1,1,0.321,3.1,24,2,18,10
1,1,1,0.301,1.4,1,3,19,10
1,1,1,0.299,0.4,2,3,19,10
1,1,1,0.302,0.5,3,3,19,10
1,1,1,0.304,2.6,4,3,19,10
1,1,1,0.304,2.3,5,3,19,10
1,2,2,0.387,2.1,6,3,19,10
2,2,3,0.615,2.5,7,3,19,10
2,3,3,0.634,2.9,8,3,19,10
2,3,4,0.708,3.7,9,3,19,10
2,4,5,0.788,4.6,10,3,19,10
2,4,5,0.804,6.2,11,3,19,10
3,4,6,0.869,7.3,12,3,19,10
3,4,6,0.867,9,13,3,19,10
3,4,6,0.851,9.4,14,3,19,10
3,4,6,0.834,10,15,3,19,10
3,4,5,0.807,10.6,16,3,19,10
2,3,4,0.77,10.4,17,3,19,10
2,3,4,0.754,10.5,18,3,19,10
2,3,4,0.759,10.1,19,3,19,10
2,3,4,0.732,9.4,20,3,19,10
2,3,4,0.716,8,21,3,19,10
2,2,3,0.629,5,22,3,19,10
1,2,2,0.381,3.9,23,3,19,10
1,1,1,0.316,3.1,24,3,19,10
1,1,1,0.311,2.3,1,4,20,10
1,1,1,0.31,3.5,2,4,20,10
1,1,1,0.315,5.6,3,4,20,10
1,1,1,0.317,5.1,4,4,20,10
1,1,1,0.315,5.6,5,4,20,10
1,2,2,0.391,5.7,6,4,20,10
2,3,3,0.634,5.7,7,4,20,10
2,3,4,0.7,5.2,8,4,20,10
2,3,4,0.763,5.4,9,4,20,10
3,4,6,0.835,5.4,10,4,20,10
3,5,6,0.884,5.9,11,4,20,10
3,5,6,0.909,6.6,12,4,20,10
3,4,6,0.855,7.8,13,4,20,10
3,4,6,0.842,9.5,14,4,20,10
3,4,6,0.858,10,15,4,20,10
3,4,6,0.834,10.1,16,4,20,10
3,4,5,0.809,10.4,17,4,20,10
2,4,5,0.788,10.7,18,4,20,10
3,4,5,0.814,10.7,19,4,20,10
2,3,5,0.772,10.3,20,4,20,10
2,3,4,0.749,10.2,21,4,20,10
2,2,3,0.584,10.2,22,4,20,10
1,2,2,0.389,10.4,23,4,20,10
1,1,1,0.321,10.3,24,4,20,10
1,1,1,0.313,10.6,1,5,21,10
1,1,1,0.31,10.5,2,5,21,10
1,1,1,0.312,10.2,3,5,21,10
1,1,1,0.313,10,4,5,21,10
1,1,1,0.326,9.9,5,5,21,10
1,2,2,0.392,9.8,6,5,21,10
2,3,3,0.67,9.7,7,5,21,10
2,3,4,0.72,9.7,8,5,21,10
2,3,5,0.771,9.6,9,5,21,10
3,4,5,0.811,9.6,10,5,21,10
3,4,6,0.844,10,11,5,21,10
3,4,6,0.869,10.5,12,5,21,10
3,4,6,0.868,11.1,13,5,21,10
3,4,6,0.84,11.6,14,5,21,10
3,4,5,0.817,11.9,15,5,21,10
2,4,5,0.805,12.4,16,5,21,10
2,3,5,0.778,12.6,17,5,21,10
2,4,5,0.797,11.8,18,5,21,10
2,4,5,0.791,10.7,19,5,21,10
2,4,5,0.797,10,20,5,21,10
2,3,5,0.778,9.8,21,5,21,10
2,2,3,0.6,9.9,22,5,21,10
1,2,2,0.397,10.1,23,5,21,10
1,1,1,0.33,10.2,24,5,21,10
1,1,1,0.335,10.4,1,6,22,10
1,1,2,0.338,10.5,2,6,22,10
1,1,2,0.34,10.3,3,6,22,10
1,1,2,0.339,10.3,4,6,22,10
1,1,1,0.315,10.2,5,6,22,10
1,2,2,0.389,10.3,6,6,22,10
2,2,3,0.62,10.4,7,6,22,10
2,3,4,0.708,10.5,8,6,22,10
2,4,5,0.787,10.5,9,6,22,10
3,4,6,0.857,11.1,10,6,22,10
3,4,6,0.842,11.9,11,6,22,10
3,4,6,0.866,12.5,12,6,22,10
3,4,6,0.852,13.7,13,6,22,10
3,4,6,0.864,14.1,14,6,22,10
3,4,6,0.865,14.8,15,6,22,10
3,4,6,0.83,13.9,16,6,22,10
2,4,5,0.788,13.7,17,6,22,10
2,4,5,0.792,14,18,6,22,10
2,3,4,0.768,13.5,19,6,22,10
2,3,5,0.777,13.1,20,6,22,10
2,3,4,0.759,12.6,21,6,22,10
2,2,3,0.59,12.1,22,6,22,10
1,2,2,0.399,12.2,23,6,22,10
1,1,1,0.322,12.2,24,6,22,10
1,1,1,0.296,12.1,1,7,23,10
1,1,1,0.305,11.8,2,7,23,10
1,1,1,0.297,11.7,3,7,23,10
1,1,1,0.287,11.6,4,7,23,10
1,1,1,0.283,12,5,7,23,10
1,2,2,0.377,12,6,7,23,10
2,2,3,0.6,12,7,7,23,10
2,3,4,0.676,12.1,8,7,23,10
2,3,5,0.776,12.1,9,7,23,10
3,4,6,0.846,12.3,10,7,23,10
3,4,6,0.867,12.4,11,7,23,10
3,4,6,0.839,12.7,12,7,23,10
3,4,6,0.844,12.9,13,7,23,10
3,4,6,0.828,13.6,14,7,23,10
2,4,5,0.802,13.8,15,7,23,10
2,3,4,0.757,15,16,7,23,10
2,3,4,0.767,14.9,17,7,23,10
2,3,4,0.747,15.5,18,7,23,10
2,3,4,0.752,14.7,19,7,23,10
2,3,4,0.76,14.1,20,7,23,10
2,3,3,0.646,13.7,21,7,23,10
2,2,3,0.529,13.7,22,7,23,10
1,2,2,0.369,13.6,23,7,23,10
1,1,1,0.311,13.1,24,7,23,10
1,1,1,0.298,12.5,1,1,24,10
1,1,1,0.298,12.1,2,1,24,10
1,1,1,0.3,11.7,3,1,24,10
1,1,1,0.29,11.3,4,1,24,10
1,1,1,0.282,10.9,5,1,24,10
1,2,2,0.367,10.5,6,1,24,10
2,2,3,0.572,10.2,7,1,24,10
2,3,3,0.659,10,8,1,24,10
2,3,4,0.75,10,9,1,24,10
2,3,4,0.762,9.9,10,1,24,10
3,4,6,0.829,9.9,11,1,24,10
3,4,6,0.84,10,12,1,24,10
3,4,6,0.838,10.5,13,1,24,10
3,4,5,0.819,10.6,14,1,24,10
2,4,5,0.796,11.3,15,1,24,10
2,3,5,0.778,11.7,16,1,24,10
2,3,4,0.748,12.1,17,1,24,10
2,3,4,0.742,12,18,1,24,10
2,3,4,0.737,11.7,19,1,24,10
2,3,5,0.78,11.3,20,1,24,10
2,3,4,0.759,11.3,21,1,24,10
2,2,3,0.576,11.3,22,1,24,10
1,2,2,0.382,11.4,23,1,24,10
1,1,1,0.309,11.2,24,1,24,10
1,1,1,0.317,10.6,1,2,25,10
1,1,1,0.319,10.3,2,2,25,10
1,1,1,0.313,10,3,2,25,10
1,1,1,0.306,9.7,4,2,25,10
1,1,1,0.3,9.5,5,2,25,10
1,2,2,0.368,9.4,6,2,25,10
2,2,3,0.593,9.2,7,2,25,10
2,3,3,0.643,9,8,2,25,10
2,3,4,0.752,9,9,2,25,10
2,4,5,0.785,9,10,2,25,10
3,4,6,0.833,9.2,11,2,25,10
3,4,6,0.856,9.8,12,2,25,10
3,4,5,0.808,10.6,13,2,25,10
3,4,5,0.814,11.2,14,2,25,10
2,4,5,0.787,11.6,15,2,25,10
2,3,4,0.744,11.5,16,2,25,10
2,3,4,0.749,11.6,17,2,25,10
2,3,4,0.76,11.4,18,2,25,10
2,3,5,0.771,11.1,19,2,25,10
2,3,5,0.778,10.7,20,2,25,10
2,3,4,0.765,10.5,21,2,25,10
2,2,3,0.56,10.5,22,2,25,10
1,2,2,0.382,10.3,23,2,25,10
1,1,1,0.31,9.9,24,2,25,10
1,1,1,0.303,9.6,1,3,26,10
1,1,1,0.302,9.3,2,3,26,10
1,1,1,0.315,9.1,3,3,26,10
1,1,1,0.315,8.8,4,3,26,10
1,1,1,0.317,8.6,5,3,26,10
1,2,2,0.369,8.3,6,3,26,10
2,2,3,0.606,8.2,7,3,26,10
2,3,4,0.679,8.1,8,3,26,10
2,3,4,0.737,8.2,9,3,26,10
2,3,4,0.749,8.2,10,3,26,10
2,3,4,0.764,8.2,11,3,26,10
2,3,5,0.78,8.3,12,3,26,10
2,3,4,0.738,8.6,13,3,26,10
2,3,5,0.775,8.6,14,3,26,10
2,4,5,0.79,8.7,15,3,26,10
2,3,5,0.775,8.8,16,3,26,10
2,3,5,0.781,9.1,17,3,26,10
2,4,5,0.785,9.2,18,3,26,10
2,3,5,0.778,9.1,19,3,26,10
2,3,5,0.774,9.1,20,3,26,10
2,3,4,0.748,9,21,3,26,10
2,2,3,0.601,8.9,22,3,26,10
1,2,2,0.387,8.8,23,3,26,10
1,1,1,0.33,8.4,24,3,26,10
1,1,1,0.321,7.8,1,4,27,10
1,1,2,0.338,7.1,2,4,27,10
1,1,2,0.338,6.2,3,4,27,10
1,1,1,0.326,6.5,4,4,27,10
1,1,1,0.309,6.2,5,4,27,10
1,1,2,0.356,5.6,6,4,27,10
2,2,3,0.598,5.3,7,4,27,10
2,3,4,0.684,4.9,8,4,27,10
2,3,4,0.706,4.7,9,4,27,10
2,3,5,0.776,5.2,10,4,27,10
3,4,6,0.848,6.3,11,4,27,10
3,4,6,0.85,6.6,12,4,27,10
3,4,5,0.826,7.5,13,4,27,10
2,4,5,0.799,8.5,14,4,27,10
2,4,5,0.798,8.5,15,4,27,10
2,3,4,0.768,8.5,16,4,27,10
2,3,4,0.77,8.5,17,4,27,10
2,3,4,0.765,8.2,18,4,27,10
2,3,4,0.734,7.9,19,4,27,10
2,3,4,0.757,7.6,20,4,27,10
2,3,4,0.752,7.4,21,4,27,10
2,2,3,0.591,7.2,22,4,27,10
1,2,2,0.409,6.8,23,4,27,10
1,1,2,0.345,6.6,24,4,27,10
1,1,1,0.32,6.5,1,5,28,10
1,1,1,0.326,6.3,2,5,28,10
1,1,1,0.33,6.2,3,5,28,10
1,1,1,0.303,6,4,5,28,10
1,1,1,0.299,5.1,5,5,28,10
1,2,2,0.372,5.1,6,5,28,10
2,2,3,0.624,4.5,7,5,28,10
2,3,4,0.702,4.2,8,5,28,10
2,4,5,0.788,5.2,9,5,28,10
2,4,5,0.804,5.5,10,5,28,10
3,4,6,0.854,6,11,5,28,10
3,4,6,0.868,6.6,12,5,28,10
3,4,6,0.854,7.5,13,5,28,10
3,4,6,0.829,8,14,5,28,10
2,4,5,0.805,8.7,15,5,28,10
3,4,5,0.808,9,16,5,28,10
3,4,5,0.809,8.9,17,5,28,10
2,4,5,0.788,8.6,18,5,28,10
2,4,5,0.804,8.3,19,5,28,10
2,4,5,0.795,7.2,20,5,28,10
2,3,5,0.78,6.9,21,5,28,10
2,2,3,0.604,6,22,5,28,10
1,2,2,0.394,5.2,23,5,28,10
1,1,1,0.335,1.8,24,5,28,10
1,1,1,0.312,2,1,6,29,10
1,1,1,0.314,3,2,6,29,10
1,1,1,0.324,2.6,3,6,29,10
1,1,1,0.308,3.3,4,6,29,10
1,1,1,0.311,3.5,5,6,29,10
1,1,2,0.364,3.4,6,6,29,10
2,2,3,0.625,2.8,7,6,29,10
2,3,4,0.683,2.8,8,6,29,10
2,4,5,0.787,2.4,9,6,29,10
2,4,5,0.806,2.8,10,6,29,10
3,4,5,0.81,5.3,11,6,29,10
3,4,6,0.84,7.3,12,6,29,10
3,4,6,0.844,9.1,13,6,29,10
3,4,6,0.832,10.5,14,6,29,10
3,4,6,0.859,11.2,15,6,29,10
3,4,5,0.819,11.5,16,6,29,10
2,3,5,0.771,11.7,17,6,29,10
2,3,4,0.769,11.8,18,6,29,10
2,3,4,0.767,10.6,19,6,29,10
2,3,4,0.77,9.5,20,6,29,10
2,3,4,0.765,9,21,6,29,10
2,2,3,0.583,8.7,22,6,29,10
1,2,2,0.374,7.9,23,6,29,10
1,1,1,0.3,6.9,24,6,29,10
1,1,1,0.289,7,1,7,30,10
1,1,1,0.287,6.7,2,7,30,10
1,1,1,0.303,6,3,7,30,10
2,2,3,0.611,5.2,4,7,30,10
1,1,1,0.29,5.6,5,7,30,10
1,1,2,0.344,5.9,6,7,30,10
2,2,3,0.594,6.1,7,7,30,10
2,3,4,0.687,4.5,8,7,30,10
2,4,5,0.79,2.5,9,7,30,10
3,4,6,0.836,3.9,10,7,30,10
3,4,6,0.835,9.8,11,7,30,10
3,4,5,0.81,12.5,12,7,30,10
2,4,5,0.793,12.5,13,7,30,10
3,4,6,0.853,14.5,14,7,30,10
2,3,5,0.775,15.1,15,7,30,10
2,3,5,0.771,13.3,16,7,30,10
2,3,4,0.763,13.8,17,7,30,10
2,3,5,0.773,12.9,18,7,30,10
2,3,5,0.774,10.4,19,7,30,10
2,4,5,0.787,8.5,20,7,30,10
2,3,3,0.648,3.3,21,7,30,10
2,2,3,0.531,1.4,22,7,30,10
1,2,2,0.417,6.5,23,7,30,10
1,1,1,0.334,1.2,24,7,30,10
1,1,1,0.334,2.6,1,1,31,10
1,1,1,0.313,3.2,2,1,31,10
1,1,1,0.319,1.3,3,1,31,10
1,1,1,0.312,0.9,4,1,31,10
1,1,1,0.322,0.9,5,1,31,10
1,1,2,0.361,1.6,6,1,31,10
2,2,3,0.61,-0.4,7,1,31,10
2,3,4,0.717,0.3,8,1,31,10
2,3,4,0.752,1.8,9,1,31,10
2,4,5,0.798,4.9,10,1,31,10
2,4,5,0.795,9.7,11,1,31,10
2,3,4,0.768,11.2,12,1,31,10
2,4,5,0.791,11,13,1,31,10
2,3,5,0.781,11.8,14,1,31,10
2,3,4,0.755,11.9,15,1,31,10
2,3,4,0.755,12.3,16,1,31,10
2,3,4,0.755,11.2,17,1,31,10
2,3,4,0.769,11.2,18,1,31,10
2,4,5,0.785,9.1,19,1,31,10
2,3,4,0.767,8.2,20,1,31,10
2,3,4,0.738,5.6,21,1,31,10
2,2,3,0.58,4.9,22,1,31,10
1,2,2,0.403,4.8,23,1,31,10
1,1,2,0.357,4.6,24,1,31,10
1,1,2,0.343,4.8,1,2,1,11
1,1,2,0.358,5.6,2,2,1,11
1,2,2,0.366,4.5,3,2,1,11
1,1,2,0.339,4.4,4,2,1,11
1,1,2,0.341,4.3,5,2,1,11
1,2,3,0.474,4.4,6,2,1,11
2,2,3,0.595,4.1,7,2,1,11
2,3,3,0.636,3.7,8,2,1,11
2,3,4,0.678,2.5,9,2,1,11
2,3,4,0.746,6,10,2,1,11
2,4,5,0.791,8.8,11,2,1,11
2,4,5,0.792,10.8,12,2,1,11
2,3,4,0.745,10.8,13,2,1,11
2,3,4,0.727,12.3,14,2,1,11
2,3,4,0.761,11.8,15,2,1,11
2,3,5,0.777,11.6,16,2,1,11
2,3,4,0.764,11.2,17,2,1,11
2,3,4,0.736,9.4,18,2,1,11
2,3,4,0.739,7.5,19,2,1,11
2,3,4,0.761,6.7,20,2,1,11
2,3,4,0.721,5.9,21,2,1,11
2,2,3,0.571,5.2,22,2,1,11
1,2,2,0.402,4,23,2,1,11
1,1,1,0.322,3.2,24,2,1,11
1,1,1,0.313,1.6,1,3,2,11
1,1,1,0.311,-0.2,2,3,2,11
1,1,1,0.314,0.2,3,3,2,11
1,1,1,0.317,-1.2,4,3,2,11
1,1,1,0.299,-0.6,5,3,2,11
1,2,2,0.374,-0.5,6,3,2,11
2,2,3,0.603,-0.4,7,3,2,11
2,3,3,0.653,-0.3,8,3,2,11
2,3,4,0.708,1.4,9,3,2,11
2,3,4,0.749,3.9,10,3,2,11
2,3,4,0.768,6.8,11,3,2,11
2,3,5,0.772,9.1,12,3,2,11
2,3,4,0.755,11.4,13,3,2,11
2,3,5,0.774,13,14,3,2,11
2,3,4,0.758,12.5,15,3,2,11
2,3,4,0.767,13.6,16,3,2,11
2,3,4,0.748,14,17,3,2,11
2,3,4,0.755,13.9,18,3,2,11
2,3,5,0.774,9,19,3,2,11
2,3,4,0.765,6.1,20,3,2,11
2,3,4,0.722,5,21,3,2,11
2,2,3,0.575,5.7,22,3,2,11
1,2,2,0.394,3.9,23,3,2,11
1,1,1,0.315,3.4,24,3,2,11
1,1,1,0.32,7.5,1,4,3,11
1,1,1,0.319,7.2,2,4,3,11
1,1,1,0.311,7.2,3,4,3,11
1,1,2,0.344,7.5,4,4,3,11
1,1,1,0.325,8.1,5,4,3,11
1,2,2,0.402,8.3,6,4,3,11
2,2,3,0.588,8.4,7,4,3,11
2,3,3,0.667,8.4,8,4,3,11
2,3,4,0.724,8.5,9,4,3,11
3,4,5,0.816,9.5,10,4,3,11
2,4,5,0.785,10,11,4,3,11
2,4,5,0.806,11.2,12,4,3,11
2,4,5,0.804,12,13,4,3,11
2,3,4,0.762,12.6,14,4,3,11
2,3,4,0.757,12.5,15,4,3,11
2,3,4,0.768,11.6,16,4,3,11
2,4,5,0.791,11.3,17,4,3,11
2,4,5,0.798,10,18,4,3,11
2,4,5,0.795,9.5,19,4,3,11
2,4,5,0.789,8.9,20,4,3,11
2,3,4,0.74,8.6,21,4,3,11
2,2,3,0.573,8.3,22,4,3,11
1,2,2,0.419,8.6,23,4,3,11
1,1,2,0.357,8.3,24,4,3,11
1,1,2,0.342,7.9,1,5,4,11
1,1,1,0.335,6.5,2,5,4,11
1,1,1,0.322,6.9,3,5,4,11
1,1,1,0.33,6.2,4,5,4,11
1,1,1,0.328,4.5,5,5,4,11
1,2,2,0.399,2,6,5,4,11
2,3,3,0.639,4.3,7,5,4,11
2,3,4,0.685,3.4,8,5,4,11
2,3,4,0.733,2.9,9,5,4,11
3,4,5,0.817,4.9,10,5,4,11
3,4,6,0.844,5.9,11,5,4,11
3,4,6,0.829,6.2,12,5,4,11
3,4,5,0.826,6.4,13,5,4,11
3,4,6,0.838,6.8,14,5,4,11
2,3,5,0.778,7.1,15,5,4,11
2,3,4,0.761,7.6,16,5,4,11
2,4,5,0.782,8,17,5,4,11
2,4,5,0.786,7.1,18,5,4,11
2,4,5,0.795,2.9,19,5,4,11
2,4,5,0.805,0.7,20,5,4,11
2,3,5,0.771,0,21,5,4,11
2,2,3,0.61,-1.4,22,5,4,11
1,2,2,0.42,-1,23,5,4,11
1,1,2,0.34,-1.4,24,5,4,11
1,1,1,0.328,-1.9,1,6,5,11
1,1,1,0.321,-2.1,2,6,5,11
1,1,1,0.315,-1.9,3,6,5,11
1,1,1,0.324,-0.8,4,6,5,11
1,1,2,0.347,-1.1,5,6,5,11
1,2,2,0.392,-2.4,6,6,5,11
2,2,3,0.62,-3.1,7,6,5,11
2,3,3,0.653,-3.6,8,6,5,11
2,3,4,0.764,-3.4,9,6,5,11
3,4,6,0.868,1.4,10,6,5,11
3,5,6,0.879,4.5,11,6,5,11
3,5,6,0.9,7.2,12,6,5,11
3,4,6,0.852,9.1,13,6,5,11
3,4,6,0.871,10.4,14,6,5,11
2,4,5,0.79,10.9,15,6,5,11
2,4,5,0.805,11.5,16,6,5,11
3,4,6,0.865,11.2,17,6,5,11
2,4,5,0.794,10.1,18,6,5,11
3,4,5,0.807,4.7,19,6,5,11
2,4,5,0.796,2.8,20,6,5,11
2,3,4,0.736,2,21,6,5,11
2,2,3,0.561,1.4,22,6,5,11
1,2,2,0.401,0.8,23,6,5,11
1,1,1,0.312,0.5,24,6,5,11
1,1,1,0.303,0.3,1,7,6,11
1,1,1,0.294,0.1,2,7,6,11
1,1,1,0.289,0.3,3,7,6,11
1,1,1,0.281,0.4,4,7,6,11
1,1,1,0.298,-0.2,5,7,6,11
1,1,2,0.344,0.1,6,7,6,11
2,2,3,0.629,2.1,7,7,6,11
2,3,4,0.69,2.1,8,7,6,11
2,3,4,0.758,3.5,9,7,6,11
3,4,6,0.844,4.7,10,7,6,11
3,4,6,0.851,6.3,11,7,6,11
3,4,5,0.815,9.3,12,7,6,11
3,4,5,0.819,13.2,13,7,6,11
3,4,6,0.838,15.2,14,7,6,11
2,4,5,0.783,16.4,15,7,6,11
2,4,5,0.784,17.2,16,7,6,11
3,4,5,0.816,17,17,7,6,11
2,4,5,0.798,14.5,18,7,6,11
2,3,5,0.78,10,19,7,6,11
2,3,4,0.716,10.2,20,7,6,11
2,2,3,0.628,8.4,21,7,6,11
2,2,3,0.53,7.4,22,7,6,11
1,2,2,0.387,7.4,23,7,6,11
1,1,1,0.312,6.8,24,7,6,11
1,1,1,0.293,6,1,1,7,11
